ODS,Year,Variable,Value
RXW,2018,Condition Appearance and Maintenance,0.9492
RXW,2018,Dementia,0.6751
RXW,2018,Disability,0.7591
R1D,2018,Cleanliness,0.9915
R1D,2018,Food,0.9382
R1D,2018,Organisation Food,0.9017
R1D,2018,Ward Food,0.9735
R1D,2018,"Privacy, Dignity and Wellbeing",0.8631
R1D,2018,Condition Appearance and Maintenance,0.9541
R1D,2018,Dementia,0.9005
R1D,2018,Disability,0.9141
R1C,2018,Cleanliness,0.9516
R1C,2018,Food,0.9348
R1C,2018,Organisation Food,0.9565
R1C,2018,Ward Food,0.924
R1C,2018,"Privacy, Dignity and Wellbeing",0.7506
R1C,2018,Condition Appearance and Maintenance,0.9113
R1C,2018,Dementia,0.7531
R1C,2018,Disability,0.8315
RH5,2018,Cleanliness,0.9993
RH5,2018,Food,0.9202
RH5,2018,Organisation Food,0.8852
RH5,2018,Ward Food,0.9551
RH5,2018,"Privacy, Dignity and Wellbeing",0.9098
RH5,2018,Condition Appearance and Maintenance,0.9881
RH5,2018,Dementia,0.895
RH5,2018,Disability,0.9387
RWN,2018,Cleanliness,-
RWN,2018,Food,-
RWN,2018,Organisation Food,-
RWN,2018,Ward Food,-
RWN,2018,"Privacy, Dignity and Wellbeing",-
RWN,2018,Condition Appearance and Maintenance,-
RWN,2018,Dementia,-
RWN,2018,Disability,-
RV5,2018,Cleanliness,0.9861
RV5,2018,Food,0.9014
RV5,2018,Organisation Food,0.9185
RV5,2018,Ward Food,0.8895
RV5,2018,"Privacy, Dignity and Wellbeing",0.8874
RV5,2018,Condition Appearance and Maintenance,0.9561
RV5,2018,Dementia,0.9881
RV5,2018,Disability,0.8902
RRE,2018,Cleanliness,0.9961
RRE,2018,Food,0.9499
RRE,2018,Organisation Food,0.9506
RRE,2018,Ward Food,0.9491
RRE,2018,"Privacy, Dignity and Wellbeing",0.9692
RRE,2018,Condition Appearance and Maintenance,0.9933
RRE,2018,Dementia,0.9813
RRE,2018,Disability,0.9811
RTR,2018,Cleanliness,0.9864
RTR,2018,Food,0.8682
RTR,2018,Organisation Food,0.9399
RTR,2018,Ward Food,0.8426
RTR,2018,"Privacy, Dignity and Wellbeing",0.887
RTR,2018,Condition Appearance and Maintenance,0.9644
RTR,2018,Dementia,0.8502
RTR,2018,Disability,0.9179
RE9,2018,Cleanliness,0.9767
RE9,2018,Food,0.8602
RE9,2018,Organisation Food,0.8948
RE9,2018,Ward Food,0.822
RE9,2018,"Privacy, Dignity and Wellbeing",0.774
RE9,2018,Condition Appearance and Maintenance,0.9606
RE9,2018,Dementia,0.8029
RE9,2018,Disability,0.8353
RJC,2018,Cleanliness,0.9972
RJC,2018,Food,0.9012
RJC,2018,Organisation Food,0.9036
RJC,2018,Ward Food,0.9041
RJC,2018,"Privacy, Dignity and Wellbeing",0.8576
RJC,2018,Condition Appearance and Maintenance,0.9842
RJC,2018,Dementia,0.8778
RJC,2018,Disability,0.923
RQY,2018,Cleanliness,0.9888
RQY,2018,Food,0.9506
RQY,2018,Organisation Food,0.9269
RQY,2018,Ward Food,0.9575
RQY,2018,"Privacy, Dignity and Wellbeing",0.9693
RQY,2018,Condition Appearance and Maintenance,0.9493
RQY,2018,Dementia,0.9358
RQY,2018,Disability,0.9729
RXG,2018,Cleanliness,0.9976
RXG,2018,Food,0.9364
RXG,2018,Organisation Food,0.9404
RXG,2018,Ward Food,0.933
RXG,2018,"Privacy, Dignity and Wellbeing",0.9674
RXG,2018,Condition Appearance and Maintenance,0.9881
RXG,2018,Dementia,0.9599
RXG,2018,Disability,0.9585
RAJ,2018,Cleanliness,0.9893
RAJ,2018,Food,0.9174
RAJ,2018,Organisation Food,0.9358
RAJ,2018,Ward Food,0.9153
RAJ,2018,"Privacy, Dignity and Wellbeing",0.7136
RAJ,2018,Condition Appearance and Maintenance,0.853
RAJ,2018,Dementia,0.7041
RAJ,2018,Disability,0.8026
RW1,2018,Cleanliness,0.9635
RW1,2018,Food,0.8918
RW1,2018,Organisation Food,0.8583
RW1,2018,Ward Food,0.9193
RW1,2018,"Privacy, Dignity and Wellbeing",0.8782
RW1,2018,Condition Appearance and Maintenance,0.9025
RW1,2018,Dementia,0.7735
RW1,2018,Disability,0.8645
RVY,2018,Cleanliness,0.9701
RVY,2018,Food,0.7748
RVY,2018,Organisation Food,0.7119
RVY,2018,Ward Food,0.7975
RVY,2018,"Privacy, Dignity and Wellbeing",0.6966
RVY,2018,Condition Appearance and Maintenance,0.8632
RVY,2018,Dementia,0.5837
RVY,2018,Disability,0.592
RJ7,2018,Cleanliness,0.9804
RJ7,2018,Food,0.9036
RJ7,2018,Organisation Food,0.8204
RJ7,2018,Ward Food,0.9218
RJ7,2018,"Privacy, Dignity and Wellbeing",0.8175
RJ7,2018,Condition Appearance and Maintenance,0.9117
RJ7,2018,Dementia,0.7584
RJ7,2018,Disability,0.7455
RBN,2018,Cleanliness,1
RBN,2018,Food,0.9742
RBN,2018,Organisation Food,0.9341
RBN,2018,Ward Food,0.9998
RBN,2018,"Privacy, Dignity and Wellbeing",0.9814
RBN,2018,Condition Appearance and Maintenance,0.9986
RBN,2018,Dementia,0.9692
RBN,2018,Disability,0.9976
R1E,2018,Cleanliness,0.9986
R1E,2018,Food,0.9138
R1E,2018,Organisation Food,0.8028
R1E,2018,Ward Food,0.9874
R1E,2018,"Privacy, Dignity and Wellbeing",0.8962
R1E,2018,Condition Appearance and Maintenance,0.9739
R1E,2018,Dementia,0.8872
R1E,2018,Disability,0.9239
RWJ,2018,Cleanliness,0.9756
RWJ,2018,Food,0.8749
RWJ,2018,Organisation Food,0.9381
RWJ,2018,Ward Food,0.8582
RWJ,2018,"Privacy, Dignity and Wellbeing",0.8333
RWJ,2018,Condition Appearance and Maintenance,0.9263
RWJ,2018,Dementia,0.6467
RWJ,2018,Disability,0.7249
RXX,2018,Cleanliness,0.9782
RXX,2018,Food,0.8761
RXX,2018,Organisation Food,0.8632
RXX,2018,Ward Food,0.9006
RXX,2018,"Privacy, Dignity and Wellbeing",0.8678
RXX,2018,Condition Appearance and Maintenance,0.9172
RXX,2018,Dementia,0.8994
RXX,2018,Disability,0.9018
RTP,2018,Cleanliness,0.9969
RTP,2018,Food,0.8926
RTP,2018,Organisation Food,0.8913
RTP,2018,Ward Food,0.8928
RTP,2018,"Privacy, Dignity and Wellbeing",0.8076
RTP,2018,Condition Appearance and Maintenance,0.9453
RTP,2018,Dementia,0.7597
RTP,2018,Disability,0.8277
RDR,2018,Cleanliness,0.9936
RDR,2018,Food,0.946
RDR,2018,Organisation Food,0.9252
RDR,2018,Ward Food,0.9601
RDR,2018,"Privacy, Dignity and Wellbeing",0.8401
RDR,2018,Condition Appearance and Maintenance,0.9428
RDR,2018,Dementia,0.8014
RDR,2018,Disability,0.8967
RX2,2018,Cleanliness,0.9804
RX2,2018,Food,0.8794
RX2,2018,Organisation Food,0.845
RX2,2018,Ward Food,0.9265
RX2,2018,"Privacy, Dignity and Wellbeing",0.8908
RX2,2018,Condition Appearance and Maintenance,0.9479
RX2,2018,Dementia,0.9133
RX2,2018,Disability,0.8636
RMP,2018,Cleanliness,0.9883
RMP,2018,Food,0.9041
RMP,2018,Organisation Food,0.9178
RMP,2018,Ward Food,0.8988
RMP,2018,"Privacy, Dignity and Wellbeing",0.8202
RMP,2018,Condition Appearance and Maintenance,0.9371
RMP,2018,Dementia,0.8085
RMP,2018,Disability,0.8444
RBA,2018,Cleanliness,0.9709
RBA,2018,Food,0.9574
RBA,2018,Organisation Food,0.9313
RBA,2018,Ward Food,0.9655
RBA,2018,"Privacy, Dignity and Wellbeing",0.9374
RBA,2018,Condition Appearance and Maintenance,0.9201
RBA,2018,Dementia,0.9625
RBA,2018,Disability,0.924
RX3,2018,Cleanliness,0.9285
RX3,2018,Food,0.9241
RX3,2018,Organisation Food,0.8485
RX3,2018,Ward Food,0.9695
RX3,2018,"Privacy, Dignity and Wellbeing",0.8533
RX3,2018,Condition Appearance and Maintenance,0.8991
RX3,2018,Dementia,0.7819
RX3,2018,Disability,0.7398
RBV,2018,Cleanliness,0.9965
RBV,2018,Food,0.995
RBV,2018,Organisation Food,0.9916
RBV,2018,Ward Food,0.9965
RBV,2018,"Privacy, Dignity and Wellbeing",0.9583
RBV,2018,Condition Appearance and Maintenance,0.9798
RBV,2018,Dementia,0.914
RBV,2018,Disability,0.9531
RNA,2018,Cleanliness,0.9885
RNA,2018,Food,0.8395
RNA,2018,Organisation Food,0.9218
RNA,2018,Ward Food,0.8202
RNA,2018,"Privacy, Dignity and Wellbeing",0.8864
RNA,2018,Condition Appearance and Maintenance,0.9635
RNA,2018,Dementia,0.8545
RNA,2018,Disability,0.9228
RAS,2018,Cleanliness,0.9892
RAS,2018,Food,0.9645
RAS,2018,Organisation Food,1
RAS,2018,Ward Food,0.954
RAS,2018,"Privacy, Dignity and Wellbeing",0.8439
RAS,2018,Condition Appearance and Maintenance,0.8874
RAS,2018,Dementia,0.7192
RAS,2018,Disability,0.8152
RJ2,2018,Cleanliness,0.9805
RJ2,2018,Food,0.8999
RJ2,2018,Organisation Food,0.8783
RJ2,2018,Ward Food,0.9067
RJ2,2018,"Privacy, Dignity and Wellbeing",0.8061
RJ2,2018,Condition Appearance and Maintenance,0.9424
RJ2,2018,Dementia,0.7915
RJ2,2018,Disability,0.8503
RBT,2018,Cleanliness,0.9839
RBT,2018,Food,0.9273
RBT,2018,Organisation Food,0.9323
RBT,2018,Ward Food,0.9289
RBT,2018,"Privacy, Dignity and Wellbeing",0.8344
RBT,2018,Condition Appearance and Maintenance,0.9389
RBT,2018,Dementia,0.7207
RBT,2018,Disability,0.7412
RTD,2018,Cleanliness,0.9995
RTD,2018,Food,0.8697
RTD,2018,Organisation Food,0.8982
RTD,2018,Ward Food,0.8648
RTD,2018,"Privacy, Dignity and Wellbeing",0.8863
RTD,2018,Condition Appearance and Maintenance,0.976
RTD,2018,Dementia,0.6937
RTD,2018,Disability,0.835
RQW,2018,Cleanliness,0.9647
RQW,2018,Food,0.9187
RQW,2018,Organisation Food,0.8931
RQW,2018,Ward Food,0.9311
RQW,2018,"Privacy, Dignity and Wellbeing",0.8771
RQW,2018,Condition Appearance and Maintenance,0.9467
RQW,2018,Dementia,0.7606
RQW,2018,Disability,0.8579
RCX,2018,Cleanliness,0.9753
RCX,2018,Food,0.8305
RCX,2018,Organisation Food,0.7963
RCX,2018,Ward Food,0.842
RCX,2018,"Privacy, Dignity and Wellbeing",0.6786
RCX,2018,Condition Appearance and Maintenance,0.8722
RCX,2018,Dementia,0.7014
RCX,2018,Disability,0.7151
RFR,2018,Cleanliness,0.9704
RFR,2018,Food,0.8548
RFR,2018,Organisation Food,0.8821
RFR,2018,Ward Food,0.8477
RFR,2018,"Privacy, Dignity and Wellbeing",0.8099
RFR,2018,Condition Appearance and Maintenance,0.9186
RFR,2018,Dementia,0.6667
RFR,2018,Disability,0.746
RDZ,2018,Cleanliness,0.9778
RDZ,2018,Food,0.8696
RDZ,2018,Organisation Food,0.9386
RDZ,2018,Ward Food,0.8569
RDZ,2018,"Privacy, Dignity and Wellbeing",0.8777
RDZ,2018,Condition Appearance and Maintenance,0.9678
RDZ,2018,Dementia,0.8701
RDZ,2018,Disability,0.9196
RPY,2018,Cleanliness,0.9979
RPY,2018,Food,0.9545
RPY,2018,Organisation Food,0.975
RPY,2018,Ward Food,0.9507
RPY,2018,"Privacy, Dignity and Wellbeing",0.9064
RPY,2018,Condition Appearance and Maintenance,0.9743
RPY,2018,Dementia,0.8464
RPY,2018,Disability,0.9141
RL4,2018,Cleanliness,0.9907
RL4,2018,Food,0.9439
RL4,2018,Organisation Food,0.959
RL4,2018,Ward Food,0.9392
RL4,2018,"Privacy, Dignity and Wellbeing",0.8184
RL4,2018,Condition Appearance and Maintenance,0.936
RL4,2018,Dementia,0.8216
RL4,2018,Disability,0.8412
RKE,2018,Cleanliness,0.975
RKE,2018,Food,0.9006
RKE,2018,Organisation Food,0.9466
RKE,2018,Ward Food,0.8884
RKE,2018,"Privacy, Dignity and Wellbeing",0.8918
RKE,2018,Condition Appearance and Maintenance,0.9456
RKE,2018,Dementia,0.8937
RKE,2018,Disability,0.9127
RA9,2018,Cleanliness,0.9982
RA9,2018,Food,0.9287
RA9,2018,Organisation Food,0.9227
RA9,2018,Ward Food,0.9336
RA9,2018,"Privacy, Dignity and Wellbeing",0.9184
RA9,2018,Condition Appearance and Maintenance,0.9787
RA9,2018,Dementia,0.8707
RA9,2018,Disability,0.9563
RWD,2018,Cleanliness,0.9384
RWD,2018,Food,0.8968
RWD,2018,Organisation Food,0.9326
RWD,2018,Ward Food,0.8889
RWD,2018,"Privacy, Dignity and Wellbeing",0.7812
RWD,2018,Condition Appearance and Maintenance,0.887
RWD,2018,Dementia,0.7013
RWD,2018,Disability,0.7843
RRV,2018,Cleanliness,0.9981
RRV,2018,Food,0.8509
RRV,2018,Organisation Food,0.8139
RRV,2018,Ward Food,0.8708
RRV,2018,"Privacy, Dignity and Wellbeing",0.7482
RRV,2018,Condition Appearance and Maintenance,0.9727
RRV,2018,Dementia,0.7963
RRV,2018,Disability,0.8703
RRK,2018,Cleanliness,0.9974
RRK,2018,Food,0.9391
RRK,2018,Organisation Food,0.8862
RRK,2018,Ward Food,0.947
RRK,2018,"Privacy, Dignity and Wellbeing",0.9059
RRK,2018,Condition Appearance and Maintenance,0.9947
RRK,2018,Dementia,0.8829
RRK,2018,Disability,0.9003
RJE,2018,Cleanliness,0.992
RJE,2018,Food,0.9079
RJE,2018,Organisation Food,0.9069
RJE,2018,Ward Food,0.9124
RJE,2018,"Privacy, Dignity and Wellbeing",0.8907
RJE,2018,Condition Appearance and Maintenance,0.9826
RJE,2018,Dementia,0.8856
RJE,2018,Disability,0.9253
RM2,2018,Cleanliness,-
RM2,2018,Food,-
RM2,2018,Organisation Food,-
RM2,2018,Ward Food,-
RM2,2018,"Privacy, Dignity and Wellbeing",-
RM2,2018,Condition Appearance and Maintenance,-
RM2,2018,Dementia,-
RM2,2018,Disability,-
RHM,2018,Cleanliness,0.9839
RHM,2018,Food,0.8553
RHM,2018,Organisation Food,0.9893
RHM,2018,Ward Food,0.8303
RHM,2018,"Privacy, Dignity and Wellbeing",0.7666
RHM,2018,Condition Appearance and Maintenance,0.9005
RHM,2018,Dementia,0.5835
RHM,2018,Disability,0.628
RA7,2018,Cleanliness,0.9977
RA7,2018,Food,0.9326
RA7,2018,Organisation Food,0.9862
RA7,2018,Ward Food,0.9143
RA7,2018,"Privacy, Dignity and Wellbeing",0.9202
RA7,2018,Condition Appearance and Maintenance,0.9385
RA7,2018,Dementia,0.8154
RA7,2018,Disability,0.8037
RKB,2018,Cleanliness,0.9927
RKB,2018,Food,0.8903
RKB,2018,Organisation Food,0.8847
RKB,2018,Ward Food,0.893
RKB,2018,"Privacy, Dignity and Wellbeing",0.8674
RKB,2018,Condition Appearance and Maintenance,0.9657
RKB,2018,Dementia,0.6956
RKB,2018,Disability,0.8221
RWE,2018,Cleanliness,0.9895
RWE,2018,Food,0.8956
RWE,2018,Organisation Food,0.925
RWE,2018,Ward Food,0.8905
RWE,2018,"Privacy, Dignity and Wellbeing",0.7966
RWE,2018,Condition Appearance and Maintenance,0.9071
RWE,2018,Dementia,0.7748
RWE,2018,Disability,0.906
RTX,2018,Cleanliness,0.9584
RTX,2018,Food,0.8686
RTX,2018,Organisation Food,0.8449
RTX,2018,Ward Food,0.8784
RTX,2018,"Privacy, Dignity and Wellbeing",0.7648
RTX,2018,Condition Appearance and Maintenance,0.8977
RTX,2018,Dementia,0.6606
RTX,2018,Disability,0.7618
RBK,2018,Cleanliness,0.9915
RBK,2018,Food,0.82
RBK,2018,Organisation Food,0.8518
RBK,2018,Ward Food,0.8112
RBK,2018,"Privacy, Dignity and Wellbeing",0.8032
RBK,2018,Condition Appearance and Maintenance,0.9071
RBK,2018,Dementia,0.72
RBK,2018,Disability,0.7637
RET,2018,Cleanliness,0.9985
RET,2018,Food,0.9682
RET,2018,Organisation Food,0.992
RET,2018,Ward Food,0.9503
RET,2018,"Privacy, Dignity and Wellbeing",0.9554
RET,2018,Condition Appearance and Maintenance,0.9801
RET,2018,Dementia,0.9278
RET,2018,Disability,0.9439
RWW,2018,Cleanliness,0.9948
RWW,2018,Food,0.8868
RWW,2018,Organisation Food,0.8402
RWW,2018,Ward Food,0.9046
RWW,2018,"Privacy, Dignity and Wellbeing",0.8142
RWW,2018,Condition Appearance and Maintenance,0.9499
RWW,2018,Dementia,0.7454
RWW,2018,Disability,0.8012
RWG,2018,Cleanliness,0.9872
RWG,2018,Food,0.8626
RWG,2018,Organisation Food,0.931
RWG,2018,Ward Food,0.8494
RWG,2018,"Privacy, Dignity and Wellbeing",0.8256
RWG,2018,Condition Appearance and Maintenance,0.9059
RWG,2018,Dementia,0.5403
RWG,2018,Disability,0.6555
RKL,2018,Cleanliness,0.9337
RKL,2018,Food,0.7959
RKL,2018,Organisation Food,0.8368
RKL,2018,Ward Food,0.7898
RKL,2018,"Privacy, Dignity and Wellbeing",0.846
RKL,2018,Condition Appearance and Maintenance,0.8784
RKL,2018,Dementia,0.8306
RKL,2018,Disability,0.7603
RGR,2018,Cleanliness,0.9998
RGR,2018,Food,0.8923
RGR,2018,Organisation Food,0.9216
RGR,2018,Ward Food,0.8837
RGR,2018,"Privacy, Dignity and Wellbeing",0.8221
RGR,2018,Condition Appearance and Maintenance,0.9526
RGR,2018,Dementia,0.8231
RGR,2018,Disability,0.8479
RYR,2018,Cleanliness,0.9974
RYR,2018,Food,0.8904
RYR,2018,Organisation Food,0.9403
RYR,2018,Ward Food,0.8766
RYR,2018,"Privacy, Dignity and Wellbeing",0.9255
RYR,2018,Condition Appearance and Maintenance,0.9806
RYR,2018,Dementia,0.9508
RYR,2018,Disability,0.965
RA3,2018,Cleanliness,0.9871
RA3,2018,Food,0.9173
RA3,2018,Organisation Food,0.8945
RA3,2018,Ward Food,0.9285
RA3,2018,"Privacy, Dignity and Wellbeing",0.7908
RA3,2018,Condition Appearance and Maintenance,0.9668
RA3,2018,Dementia,0.9002
RA3,2018,Disability,0.908
RBL,2018,Cleanliness,0.9903
RBL,2018,Food,0.7459
RBL,2018,Organisation Food,0.6087
RBL,2018,Ward Food,0.7971
RBL,2018,"Privacy, Dignity and Wellbeing",0.7969
RBL,2018,Condition Appearance and Maintenance,0.9501
RBL,2018,Dementia,0.7716
RBL,2018,Disability,0.8599
RWP,2018,Cleanliness,0.9891
RWP,2018,Food,0.8444
RWP,2018,Organisation Food,0.7915
RWP,2018,Ward Food,0.864
RWP,2018,"Privacy, Dignity and Wellbeing",0.7903
RWP,2018,Condition Appearance and Maintenance,0.9384
RWP,2018,Dementia,0.7121
RWP,2018,Disability,0.8132
R1A,2018,Cleanliness,0.9954
R1A,2018,Food,0.9449
R1A,2018,Organisation Food,0.9646
R1A,2018,Ward Food,0.9289
R1A,2018,"Privacy, Dignity and Wellbeing",0.8918
R1A,2018,Condition Appearance and Maintenance,0.9315
R1A,2018,Dementia,0.7769
R1A,2018,Disability,0.8732
RRF,2018,Cleanliness,0.9994
RRF,2018,Food,0.9769
RRF,2018,Organisation Food,0.9558
RRF,2018,Ward Food,0.983
RRF,2018,"Privacy, Dignity and Wellbeing",0.9632
RRF,2018,Condition Appearance and Maintenance,0.9947
RRF,2018,Dementia,0.9663
RRF,2018,Disability,0.9879
RLQ,2018,Cleanliness,0.934
RLQ,2018,Food,0.9032
RLQ,2018,Organisation Food,0.9172
RLQ,2018,Ward Food,0.8989
RLQ,2018,"Privacy, Dignity and Wellbeing",0.765
RLQ,2018,Condition Appearance and Maintenance,0.9028
RLQ,2018,Dementia,0.7527
RLQ,2018,Disability,0.7813
RA4,2018,Cleanliness,0.9856
RA4,2018,Food,0.8472
RA4,2018,Organisation Food,0.9238
RA4,2018,Ward Food,0.8173
RA4,2018,"Privacy, Dignity and Wellbeing",0.8327
RA4,2018,Condition Appearance and Maintenance,0.9353
RA4,2018,Dementia,0.8052
RA4,2018,Disability,0.8563
RCB,2018,Cleanliness,0.9482
RCB,2018,Food,0.7921
RCB,2018,Organisation Food,0.8235
RCB,2018,Ward Food,0.7778
RCB,2018,"Privacy, Dignity and Wellbeing",0.7462
RCB,2018,Condition Appearance and Maintenance,0.8664
RCB,2018,Dementia,0.5912
RCB,2018,Disability,0.6674
RTQ,2019,Cleanliness,0.9998
RTQ,2019,Food,0.9062
RTQ,2019,Organisation Food,0.8484
RTQ,2019,Ward Food,0.9803
RTQ,2019,"Privacy, Dignity and Wellbeing",0.9498
RTQ,2019,Condition Appearance and Maintenance,0.9896
RTQ,2019,Dementia,0.9176
RTQ,2019,Disability,0.8328
RTV,2019,Cleanliness,0.9865
RTV,2019,Food,0.9863
RTV,2019,Organisation Food,0.969
RTV,2019,Ward Food,1
RTV,2019,"Privacy, Dignity and Wellbeing",0.9002
RTV,2019,Condition Appearance and Maintenance,0.932
RTV,2019,Dementia,0.844
RTV,2019,Disability,0.818
REM,2019,Cleanliness,0.9961
REM,2019,Food,0.9666
REM,2019,Organisation Food,0.9167
REM,2019,Ward Food,0.9745
REM,2019,"Privacy, Dignity and Wellbeing",0.9253
REM,2019,Condition Appearance and Maintenance,0.9853
REM,2019,Dementia,0.919
REM,2019,Disability,0.8928
RCF,2019,Cleanliness,0.9647
RCF,2019,Food,0.8285
RCF,2019,Organisation Food,0.8556
RCF,2019,Ward Food,0.8222
RCF,2019,"Privacy, Dignity and Wellbeing",0.8814
RCF,2019,Condition Appearance and Maintenance,0.9501
RCF,2019,Dementia,0.8612
RCF,2019,Disability,0.823
RBS,2019,Cleanliness,0.9688
RBS,2019,Food,0.9904
RBS,2019,Organisation Food,0.9318
RBS,2019,Ward Food,1
RBS,2019,"Privacy, Dignity and Wellbeing",0.9876
RBS,2019,Condition Appearance and Maintenance,0.9917
RBS,2019,Dementia,
RBS,2019,Disability,1
RTK,2019,Cleanliness,0.998
RTK,2019,Food,0.9766
RTK,2019,Organisation Food,0.9202
RTK,2019,Ward Food,0.9982
RTK,2019,"Privacy, Dignity and Wellbeing",0.8097
RTK,2019,Condition Appearance and Maintenance,0.9219
RTK,2019,Dementia,0.7768
RTK,2019,Disability,0.8402
RVN,2019,Cleanliness,0.9941
RVN,2019,Food,0.9365
RVN,2019,Organisation Food,0.9038
RVN,2019,Ward Food,0.9567
RVN,2019,"Privacy, Dignity and Wellbeing",0.9013
RVN,2019,Condition Appearance and Maintenance,0.9666
RVN,2019,Dementia,0.7678
RVN,2019,Disability,0.8358
RF4,2019,Cleanliness,0.9993
RF4,2019,Food,0.9816
RF4,2019,Organisation Food,0.937
RF4,2019,Ward Food,0.991
RF4,2019,"Privacy, Dignity and Wellbeing",0.848
RF4,2019,Condition Appearance and Maintenance,0.9894
RF4,2019,Dementia,0.8137
RF4,2019,Disability,0.8275
RRP,2019,Cleanliness,0.9899
RRP,2019,Food,0.97
RRP,2019,Organisation Food,0.9897
RRP,2019,Ward Food,0.9622
RRP,2019,"Privacy, Dignity and Wellbeing",0.9317
RRP,2019,Condition Appearance and Maintenance,0.9843
RRP,2019,Dementia,0.9392
RRP,2019,Disability,0.8991
RFF,2019,Cleanliness,0.9979
RFF,2019,Food,0.9158
RFF,2019,Organisation Food,0.937
RFF,2019,Ward Food,0.9097
RFF,2019,"Privacy, Dignity and Wellbeing",0.8858
RFF,2019,Condition Appearance and Maintenance,0.9715
RFF,2019,Dementia,0.8539
RFF,2019,Disability,0.8804
R1H,2019,Cleanliness,0.9996
R1H,2019,Food,0.9245
R1H,2019,Organisation Food,0.982
R1H,2019,Ward Food,0.9112
R1H,2019,"Privacy, Dignity and Wellbeing",0.8744
R1H,2019,Condition Appearance and Maintenance,0.9848
R1H,2019,Dementia,0.7677
R1H,2019,Disability,0.8163
RDD,2019,Cleanliness,0.9892
RDD,2019,Food,0.8495
RDD,2019,Organisation Food,0.9667
RDD,2019,Ward Food,0.8295
RDD,2019,"Privacy, Dignity and Wellbeing",0.7945
RDD,2019,Condition Appearance and Maintenance,0.9738
RDD,2019,Dementia,0.7042
RDD,2019,Disability,0.7103
RC1,2019,Cleanliness,0.9954
RC1,2019,Food,0.9489
RC1,2019,Organisation Food,0.8907
RC1,2019,Ward Food,0.9595
RC1,2019,"Privacy, Dignity and Wellbeing",0.799
RC1,2019,Condition Appearance and Maintenance,0.9715
RC1,2019,Dementia,0.7706
RC1,2019,Disability,0.8573
RWX,2019,Cleanliness,0.9976
RWX,2019,Food,0.9529
RWX,2019,Organisation Food,0.9571
RWX,2019,Ward Food,0.9467
RWX,2019,"Privacy, Dignity and Wellbeing",0.9665
RWX,2019,Condition Appearance and Maintenance,0.992
RWX,2019,Dementia,0.9886
RWX,2019,Disability,0.9766
RXT,2019,Cleanliness,1
RXT,2019,Food,0.9797
RXT,2019,Organisation Food,0.9568
RXT,2019,Ward Food,1
RXT,2019,"Privacy, Dignity and Wellbeing",0.9743
RXT,2019,Condition Appearance and Maintenance,0.9996
RXT,2019,Dementia,0.9848
RXT,2019,Disability,0.9596
RQ3,2019,Cleanliness,0.9997
RQ3,2019,Food,0.9289
RQ3,2019,Organisation Food,0.8545
RQ3,2019,Ward Food,0.9671
